,Item name,Item Description,Item price,Item image url
11,Hot Chili Double Beef Meal Large,"Double flame-grilled Whopper patty topped with Tabasco sauce and American cheese complemented by freshly cut lettuce, tomatoes, jalapeño slices, and onions, topped on a golden Brioche bun served with fries and a beverage.
",AED 36.00,/assets/images/img-placeholder.svg
12,Hot Chili Chicken Meal,"Delicious King Chicken fillet topped with Tabasco sauce and American cheese complemented by freshly cut lettuce, tomatoes, jalapeño slices, and onions, topped on a golden Brioche bun served with fries and a beverage.
",AED 31.00,/assets/images/img-placeholder.svg
13,Hot Chili Beef Meal Medium,"Flame-grilled Whopper patty topped with Tabasco sauce and American cheese complemented by freshly cut lettuce, tomatoes, jalapeño slices, and onions, topped on a golden Brioche bun served with fries and a beverage.
",AED 31.00,/assets/images/img-placeholder.svg
14,Hot Chili Beef Meal Large,"Flame-grilled Whopper patty topped with Tabasco sauce and American cheese complemented by freshly cut lettuce, tomatoes, jalapeño slices, and onions, topped on a golden Brioche bun served with fries and a beverage.
",AED 31.00,/assets/images/img-placeholder.svg
15,The Value Meal Combo,"3 Tasty Sandiwches combinaiton of Cheese Burger & Chicken Burger  + 3 Fries + 3 Drinks + 3 Apple Pies		
",AED 44.00,/assets/images/img-placeholder.svg
16,King Halloumi Muffin Meal,King Halloumi Muffin Meal,AED 16.00,/assets/images/img-placeholder.svg
17,King Falafel Muffin Meal,King Falafel Muffin Meal,AED 15.00,/assets/images/img-placeholder.svg
18,Pineapple Wedges,"Pineapple Wedges
",AED 8.00,/assets/images/img-placeholder.svg
19,King Box-49 AED For 3 Persons,,AED 49.00,/assets/images/img-placeholder.svg
20,The Steakhouse Club	,"Be a part of the Steakhouse Club by choosing any of the Steakhouse sandwiches + 3 Fries + 3 Drinks + 3 Apple Pies		
",AED 66.00,/assets/images/img-placeholder.svg
21,The Royal Club,"Choose among the tastiest sandwiches in town in addition to 3 Fries, 3 Drinks and 3 Apple Pies		
",AED 55.00,/assets/images/img-placeholder.svg
22,The Value Meal Combo,"3 Tasty Sandiwches combinaiton of Cheese Burger & Chicken Burger  + 3 Fries + 3 Drinks + 3 Apple Pies		
",AED 44.00,/assets/images/img-placeholder.svg
23,Too Hungry? 2 Pieces!,"Your favorite Whopper and Chicken Royale in addition to 2 Fries, 2 Drinks and 2 apple pies		
",AED 33.00,/assets/images/img-placeholder.svg
24,Double Cheeseburger Meal Large,Double Cheeseburger Meal Large,AED 18.00,/assets/images/img-placeholder.svg
25,Mushroom N Swiss Meal Large,,AED 24.00,/assets/images/img-placeholder.svg
26,Whopper Meal Large,"'Our WHOPPER Sandwich is a  lb of savory flame-grilled beef topped with juicy tomatoes, fresh lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.
'
",AED 27.00,/assets/images/img-placeholder.svg
27,Double Whopper Meal Large,,AED 31.00,/assets/images/img-placeholder.svg
28,Angry Whopper Meal Large,"Our new ANGRY WHOPPER burger is made of pure flame-grilled beef patty, cheese, beef bacon, lettuce, tomato, mayonnaise, jalapeno pepper, crispy onions, and a delicious fiery sauce all on a sesame bun
",AED 29.00,/assets/images/img-placeholder.svg
29,Whopper JR Meal Large,"Our WHOPPER JR. Burger features one savory flame-grilled beef patty topped with juicy tomatoes, fresh ice burg lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.",AED 22.00,/assets/images/img-placeholder.svg
30,Big King XL Meal Large,"Our BIG KING XL Sandwich features two savoury flame-grilled beef patties, topped with melted American cheese, fresh ice burg lettuce, crisp onions, crunchy pickles, and featuring a special burger king sauce all on a warm, toasted, sesame seed bun.",AED 32.00,/assets/images/img-placeholder.svg
31,Beef Royale Cheese Meal Large,,AED 26.00,/assets/images/img-placeholder.svg
32,Steak House Meal Large,"Our STEAKHOUSE Burger 100% flame-grilled beef patty topped with veal bacon, American cheese, crispy onion, Western BBQ sauce, fresh ice burg lettuce, and tomatoes on a soft corn dusted bun.",AED 31.00,/assets/images/img-placeholder.svg
33,Double Cheeseburger Meal Medium,Double Cheeseburger Meal Medium,AED 18.00,/assets/images/img-placeholder.svg
34,Whopper Meal Medium,"'Our WHOPPER Sandwich is a  lb of savory flame-grilled beef topped with juicy tomatoes, fresh lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.
'
",AED 27.00,/assets/images/img-placeholder.svg
35,Double Whopper Meal Medium,,AED 31.00,/assets/images/img-placeholder.svg
36,Angry Whopper Meal Medium,"Our new ANGRY WHOPPER burger is made of pure flame-grilled beef patty, cheese, beef bacon, lettuce, tomato, mayonnaise, jalapeno pepper, crispy onions, and a delicious fiery sauce all on a sesame bun
",AED 29.00,/assets/images/img-placeholder.svg
37,Whopper JR Meal Medium,"Our WHOPPER JR. Burger features one savory flame-grilled beef patty topped with juicy tomatoes, fresh ice burg lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.",AED 22.00,/assets/images/img-placeholder.svg
38,Big King XL Meal Medium,"Our BIG KING XL Sandwich features two savoury flame-grilled beef patties, topped with melted American cheese, fresh ice burg lettuce, crisp onions, crunchy pickles, and featuring a special burger king sauce all on a warm, toasted, sesame seed bun.",AED 32.00,/assets/images/img-placeholder.svg
39,Beef Royale Cheese Meal Medium,,AED 26.00,/assets/images/img-placeholder.svg
40,Steak House Meal Medium,"Our STEAKHOUSE Burger 100% flame-grilled beef patty topped with veal bacon, American cheese, crispy onion, Western BBQ sauce, fresh ice burg lettuce, and tomatoes on a soft corn dusted bun.",AED 31.00,/assets/images/img-placeholder.svg
41,Mushroom N Swiss Meal Medium,,AED 24.00,/assets/images/img-placeholder.svg
42,Whopper,"Our WHOPPER Burger is a  lb of savory flame-grilled beef topped with juicy tomatoes, fresh ice burg lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.",AED 21.00,/assets/images/img-placeholder.svg
43,Double Whopper,"Our DOUBLE WHOPPER Burger is a pairing of two  lb savory flame-grilled beef patties topped with juicy tomatoes, fresh ice burg lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.",AED 27.00,/assets/images/img-placeholder.svg
44,Angry Whopper,"Our new ANGRY WHOPPER burger is made of pure flame-grilled beef patty, cheese, beef bacon, lettuce, tomato, mayonnaise, jalapeno pepper, crispy onions, and a delicious fiery sauce all on a sesame bun
",AED 25.00,/assets/images/img-placeholder.svg
45,BIG KING XL,"Our BIG KING XL Sandwich features two savoury flame-grilled beef patties, topped with melted American cheese, fresh ice burg lettuce, crisp onions, crunchy pickles, and featuring a special burger king sauce all on a warm, toasted, sesame seed bun.",AED 27.00,/assets/images/img-placeholder.svg
46,Steak House,"Our STEAKHOUSE Burger 100% flame-grilled beef patty topped with veal bacon, American cheese, crispy onion, Western BBQ sauce, fresh ice burg lettuce, and tomatoes on a soft corn dusted bun.",AED 26.00,/assets/images/img-placeholder.svg
47,Beef Royale Cheese,,AED 24.00,/assets/images/img-placeholder.svg
48,Whopper  JR,"Our WHOPPER JR. Burger features one savory flame-grilled beef patty topped with juicy tomatoes, fresh ice burg lettuce, creamy mayonnaise, ketchup, crunchy pickles, and sliced white onions on a soft sesame seed bun.",AED 16.00,/assets/images/img-placeholder.svg
49,Double Cheese Burger,Double Cheese Burger,AED 9.00,/assets/images/img-placeholder.svg
50,King Chicken Fillet Meal Large,King Chicken Fillet Meal Large,AED 31.00,/assets/images/img-placeholder.svg
51,Chicken Nuggets 9 Pcs Meal Large,,AED 20.00,/assets/images/img-placeholder.svg
52,Chicken Royale Meal Large,"Our CHICKEN ROYALE Burger is made with white meat chicken, lightly breaded and topped with a simple combination of shredded ice burg lettuce and creamy ",AED 29.00,/assets/images/img-placeholder.svg
53,Chicken Crispy Meal Large,"Our Chicken Crisp is made with white meat chicken,  lightly breaded and topped with  a simple combination of  fresh cut iceberg lettuce and creamy mayonnaise on a sesame seed bun.",AED 22.00,/assets/images/img-placeholder.svg
54,Chicken Whopper Meal Large,"Our CHICKEN WHOPPER Burger features a  100% chicken breast flame grilled patty topped with juicy tomatoes, fresh lettuce with a layer of creamy light mayonnaise in a soft sesame seed bun.",AED 29.00,/assets/images/img-placeholder.svg
55,King Chicken Fillet Meal Medium,King Chicken Fillet Meal Medium,AED 31.00,/assets/images/img-placeholder.svg
56,Chicken Nuggets 9 Pcs Meal Medium,,AED 20.00,/assets/images/img-placeholder.svg
57,Chicken Royale Meal Medium,"Our CHICKEN ROYALE Burger is made with white meat chicken, lightly breaded and topped with a simple combination of shredded ice burg lettuce and creamy ",AED 29.00,/assets/images/img-placeholder.svg
58,Chicken Crispy Meal Medium,"Our Chicken Crisp is made with white meat chicken,  lightly breaded and topped with  a simple combination of  fresh cut iceberg lettuce and creamy mayonnaise on a sesame seed bun.",AED 22.00,/assets/images/img-placeholder.svg
59,Chicken Whopper Meal Medium,"Our CHICKEN WHOPPER Burger features a  100% chicken breast flame grilled patty topped with juicy tomatoes, fresh lettuce with a layer of creamy light mayonnaise in a soft sesame seed bun.",AED 29.00,/assets/images/img-placeholder.svg
60,Mushroom N Swiss,Mushroom N Swiss,AED 20.00,/assets/images/img-placeholder.svg
61,King Chicken Fillet,"Our KING CHICKEN FILLET Burger is loaded with chopped lettuce, a light layer of creamy mayonnaise, and served to you freshly prepared on a perfectly toasted sesame seed bun.",AED 25.00,/assets/images/img-placeholder.svg
62,Spicy Chicken Deluxe,"Our SPICY CHICKEN DELUX Burger is made with chicken patty, American cheese, jalapenos, fiery sauce,ice burg lettuce, juicy tomatoes, creamy mayonnaise in a soft oat bun bread.",AED 19.00,/assets/images/img-placeholder.svg
63,Chicken Royale,"Our CHICKEN ROYALE Burger is made with white meat chicken, lightly breaded and topped with a simple combination of shredded ice burg lettuce and creamy mayonnaise on a long sesame seed bun.",AED 25.00,/assets/images/img-placeholder.svg
64,Chicken Whopper,"Our CHICKEN WHOPPER Burger features a  100% chicken breast flame grilled patty topped with juicy tomatoes, fresh lettuce with a layer of creamy light mayonnaise in a soft sesame seed bun.",AED 25.00,/assets/images/img-placeholder.svg
65,Chicken Crispy,"Our Chicken Crisp is made with white meat chicken,  lightly breaded and topped with  a simple combination of  fresh cut iceberg lettuce and creamy mayonnaise on a sesame seed bun.",AED 16.00,/assets/images/img-placeholder.svg
66,CHICKEN NUGGETS (6 PCS),,AED 8.00,/assets/images/img-placeholder.svg
67,CHICKEN NUGGETS (9 PCS),,AED 14.00,/assets/images/img-placeholder.svg
68,Hamburger Meal,"Try our Hamburger, a signature flame-grilled. beef patty topped a layer of ketchup in a perfectly toasted sesame seed bun.",AED 16.00,/assets/images/img-placeholder.svg
69,Chicken Burger Meal,,AED 16.00,/assets/images/img-placeholder.svg
70,Chicken Nuggets 4 Pieces Meal,,AED 16.00,/assets/images/img-placeholder.svg
71,Cheese Burger Meal,,AED 17.00,/assets/images/img-placeholder.svg
72,King Chicken Salad,"Our grilled chicken breast salad mixed with freshly leaf lettuce, juicy cherry tomatoes, crunchy cucumbers and corn, served with the amazing ceaser dressing.",AED 21.00,/assets/images/img-placeholder.svg
73,King Garden Salad,"Our Green salad mixed with freshly leaf lettuce, juicy cherry tomatoes, crunchy cucumbers and corn, served with the amazing ceaser dressing.",AED 16.00,/assets/images/img-placeholder.svg
74,Paneer King Sandwich,"Mayonnaise, Ketchup, Lettuce, Onion, Tomato, Pickles, Paneer Patty.",AED 8.00,/assets/images/img-placeholder.svg
75,Bean King Sandwich,Bean King Sandwich,AED 8.00,/assets/images/img-placeholder.svg
76,Paneer King Meal Medium,"4 Bun, Mayonnaise, Ketchup, Lettuce, Onion, Tomato, Pickles, Paneer Patty.Served With Fries And Coca Cola.",AED 14.00,/assets/images/img-placeholder.svg
77,Paneer King Meal Large,"4 Bun, Mayonnaise, Ketchup, Lettuce, Onion, Tomato, Pickles, Paneer Patty.Served With Fries And Coca Cola.",AED 14.00,/assets/images/img-placeholder.svg
78,Bean King Meal Medium,Bean King Meal Medium,AED 14.00,/assets/images/img-placeholder.svg
79,Bean King Meal Large,Bean King Meal Large,AED 14.00,/assets/images/img-placeholder.svg
80,Garlic Mayonnaise Sauce,Garlic Mayonnaise Sauce,AED 1.00,/assets/images/img-placeholder.svg
81,BBQ Sauce,,AED 1.00,/assets/images/img-placeholder.svg
82,Feiry Sauce,Feiry Sauce,AED 1.00,/assets/images/img-placeholder.svg
83,Crispy Chicken Tenders,,AED 15.00,/assets/images/img-placeholder.svg
84,Mini Hashbrown,,AED 2.00,/assets/images/img-placeholder.svg
85,CHICKEN FRIES 10 PCS,"Made with premium white meat chicken, our Chicken Fries are coated in a light crispy breading seasoned with savoury",AED 16.00,/assets/images/img-placeholder.svg
86,CHICKEN NUGGETS (9 PCS),,AED 14.00,/assets/images/img-placeholder.svg
87,MOZZARELLA STICKS,"A unique choice! Try our delicious Mozzarella cheese sticks. Served with marinara dipping sauce, Mozzarella sticks are always a great snack or addition to your BK Combo.",AED 13.00,/assets/images/img-placeholder.svg
88,French Fries Small,"More delicious than ever, our signature piping hot, thick cut Salted French Fries are golden on the outside and fluffy on the inside.",AED 11.00,/assets/images/img-placeholder.svg
89,French Fries Medium,"More delicious than ever, our signature piping hot, thick cut Salted French Fries are golden on the outside and fluffy on the inside.",AED 12.00,/assets/images/img-placeholder.svg
90,French Fries Large,"More delicious than ever, our signature piping hot, thick cut Salted French Fries are golden on the outside and fluffy on the inside.",AED 13.00,/assets/images/img-placeholder.svg
91,Onion Rings Small (9Pcs),"Served hot and crispy, our golden Onion Rings are the perfect treat for plunging into one of our bold or classic sauces.",AED 11.00,/assets/images/img-placeholder.svg
92,Onion Rings Medium (12Pcs),"Served hot and crispy, our golden Onion Rings are the perfect treat for plunging into one of our bold or classic sauces.",AED 12.00,/assets/images/img-placeholder.svg
93,Onion Rings Large (15Pcs),"Served hot and crispy, our golden Onion Rings are the perfect treat for plunging into one of our bold or classic sauces.",AED 13.00,/assets/images/img-placeholder.svg
94,Spicy Tex Mex Fries,"Our Dynamite Cheese Fries signature piping hot, thick cut Salted French Fries are golden on the outside and fluffy on the inside topped with Chilli Sauce, Melted Cheese, Crispy Onion and Jalapeno.",AED 17.00,/assets/images/img-placeholder.svg
95,APPLE PIE ,"Enjoy our delicious apple pie , made of flaky pastry crust with scurumptious apple filling ",AED 8.00,/assets/images/img-placeholder.svg
96,Coke Can,,AED 6.00,/assets/images/img-placeholder.svg
97,Fanta Can,,AED 6.00,/assets/images/img-placeholder.svg
98,Sprite Can,,AED 6.00,/assets/images/img-placeholder.svg
99,Coke Zero Can,,AED 6.00,/assets/images/img-placeholder.svg
100,Water,,AED 3.00,/assets/images/img-placeholder.svg
101,Coke 500 ML,,AED 8.00,/assets/images/img-placeholder.svg
102,Sprite 500 ML,,AED 7.00,/assets/images/img-placeholder.svg
103,Coke Zero 500 ML,,AED 7.00,/assets/images/img-placeholder.svg
104,Fanta 500 ML,,AED 7.00,/assets/images/img-placeholder.svg
105,Garlic Mayonnaise Sauce,Garlic Mayonnaise Sauce,AED 1.00,/assets/images/img-placeholder.svg
106,BBQ Sauce,,AED 1.00,/assets/images/img-placeholder.svg
107,Feiry Sauce,Feiry Sauce,AED 1.00,/assets/images/img-placeholder.svg
108,Extra Italian Dressing,,AED 1.00,/assets/images/img-placeholder.svg
109,Extra Mayo Packet,,AED 1.00,/assets/images/img-placeholder.svg
110,Extra Caesar Dressing,,AED 1.00,/assets/images/img-placeholder.svg
